Nom;Adresse;lat;lon;Heure d'ouverture;heure fermeture;Categorie;Food;Tabac;Epicerie;Bar
Danny Hills;84 ave Secrétan 75019 Paris;48.8789713;2.3779063;08:00;02:00;Burger;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Le Bistrot de l’Echanson;20 rue de la Gaîté 75014 Paris;48.8400775;2.3233819;;;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Café Louise;8 rue Croix des Petits Champs 75001 Paris;48.8627119;2.3393957;;;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Le Sous Bock;49 rue Saint Honoré 75001 Paris;48.8607709;2.3450376;09:00;02:00;Bar des sports;0;0;0;4
;;;;;;;0;0;0;4
Touller Outillage;68 rue Jean Pierre Timbaud 75011 Paris;48.866863;2.3747427;18:00;02:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Le Canon des Gobelins;25 ave des Gobelins 75013 Paris;48.836574;2.3523074;;;Brasserie;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
Neo Cafe;126 bd St Germain 75006 Paris;48.8524152;2.3397132;08:00;03:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
L’Eclipse;120 rue Saint Denis 75002 Paris;48.8644926;2.3506248;;;Pubs;0;0;0;4
;;;;;;Café;0;0;0;4
;;;;;;Café et thé;0;0;0;4
W Paris - Opéra;4 rue Meyerbeer 75009 Paris;48.8721532;2.3333499;;;Hôtel;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Le Vin Dans les Voiles;8 rue Chapu 75016 Paris;48.8410042;2.2664055;11:30;14:30;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
K1ZE Café Parisien;15 rue Gaillon 75002 Paris;48.8688811;2.3343793;17:00;02:00;Restaurant Espagnol;0;0;0;4
;;;;;;Pubs;0;0;0;4
L’Echappée Bulle;20 rue des Dames 75017 Paris;48.8850075;2.3247515;;;Bar à vins;0;0;0;4
;;;;;;Pubs;0;0;0;4
Le Petit Pascal;33 rue Pascal 75013 Paris;48.8367235;2.3491793;;;Restaurant Français;0;0;0;4
;;;;;;Café et thé;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
La Pomponnette;42 rue LepicM Abbesse ou Blanche 75018 Paris;48.883646;2.333144;11:30;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Au Métro;66 Rue Raymond Losserand 75014 Paris;48.8339688;2.3181388;07:00;01:00;Restaurant Français;0;0;0;4
;;;;;;Nourriture;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Zelda;6 rue Bichat 75010 Paris;48.8698489;2.3692918;18:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Les Ferrailleurs;18 rue de Lappe 75011 Paris;48.8536968;2.3721612;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Floquifil;17 rue de Montyon 75009 Paris;48.8730144;2.3434655;11:00;00:00;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Le Polly Maggoo;3-5 rue du Petit Pont 75005 Paris;48.8525874;2.3466817;10:30;02:00;Bar tabac presse et PMU;0;0;0;4
;;;;;;;0;0;0;4
La Divette de Montmartre;136 rue Marcadet 75018 Paris;48.8912055;2.3392612;;;Bar;0;0;0;4
;;;;;;Tabac;0;0;0;4
Cattleya Mademoiselle;44 rue MadameSaint Germain des Prés 75006 Paris;48.8488608;2.3315257;15:00;00:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
L’Empire du 8eme;11 rue Jean Mermoz 75008 Paris;48.8709885;2.3112069;;;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Corcoran’s Irish Pub;53 rue du Faubourg Saint-Antoine 75011 Paris;48.8523245;2.3731403;10:00;02:00;Restaurant Britannique;0;0;0;4
;;;;;;Pubs;0;0;0;4
La Mascotte;6 ave du Président Wilson 75008 Paris;48.8651918;2.3006048;;;Café;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Café et thé;0;0;0;4
Mustang Café;84 boulevard du Montparnasse 75014 Paris;48.8427853;2.3263357;;;Bar;0;0;0;4
Le Zinc;61 avenue de la Motte-Picquet 75015 Paris;48.8494427;2.298943;;;Brasserie;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
Le Magnifique;25 rue de Richelieu 75001 Paris;48.8648506;2.3361644;19:00;04:00;Boîte de nuit. club;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
;;;;;;Sushi;0;0;0;4
Gossima Ping Pong Bar;4 rue Victor Gelez 75011 Paris;48.8648644;2.3826934;16:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;Pubs;0;0;0;4
Le Très Particulier;Hotel Particulier Montmartre23 ave Junot - Pavillon D 75018 Paris;48.891305;2.3529867;;;Bar à Champagne;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
La Cave Drouot;8 rue Drouot 75009 Paris;48.8726864;2.3405934;06:00;21:30;Restaurant Français;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Les Reines du Bouchon;23 rue de la Victoire 75009 Paris;48.8750539;2.3388066;18:00;00:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Chaland;163 quai de Valmy 75010 Paris;48.8787088;2.3662569;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Bar des Familles;21 Rue de Lappe 75011 75011 Paris;48.8538227;2.3726368;;;Pubs;0;0;0;4
Ritz Bar;38 rue Cambon 75001 Paris;48.86879;2.3276449;;;Bar Lounge;0;0;0;4
Le Faitout;23 ave Simon Bolivar 75019 Paris;48.8747937;2.3825384;;;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Verjus;47 rue Montpensier 75001 Paris;48.8663459;2.3375562;18:00;23:00;Bar à vins;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
;;;;;;Restaurant Américain (traditionnel);0;0;0;4
Downtown Café;46 rue Jean-Pierre Timbaud 75011 Paris;48.8662472;2.3723353;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Auto Passion Café;197 bd Brune 75014 Paris;48.823529;2.324732;10:00;02:00;Bar;0;0;0;4
;;;;;;Café;0;0;0;4
Les Temps Modernes;89 rue de charenton 75012 Paris;48.8487183;2.3756168;;;Bar tabac presse et PMU;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
A La Casa Del Fox;41 rue ColiséeChamps Elysees 75008 Paris;48.8720193;2.3111289;12:00;14:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Bric à Brac Bar;108 rue Oberkampf 75011 Paris;48.8657791;2.3789278;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Paloma;74 rue Jean-Pierre Timbaud 75011 Paris;48.8672275;2.3757391;18:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Le Voltaire;18 bd Voltaire 75011 Paris;48.865215;2.3671284;08:00;02:00;Burger;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Le Comptoir Vouillé;13 rue de Vouillé 75015 Paris;48.8351703;2.3042774;07:00;02:00;Bar;0;0;0;4
;;;;;;Nourriture;0;0;0;4
Le Wagon Bleu;7 rue Boursault 75017 Paris;48.8829823;2.320648;12:00;14:30;Restaurant Français;0;0;0;4
;;;;;;Restaurant Corse;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Le Bistrot des Artistes;6 rue des Anglais 75005 Paris;48.8508795;2.3477295;;;Bar;0;0;0;4
Le Rempart;15 rue St Antoine 75004 Paris;48.8533578;2.3665506;;;Bar tabac presse et PMU;0;0;0;4
;;;;;;Nourriture;0;0;0;4
Hide Out Châtelet;46 rue des Lombards 75001 Paris;48.8597974;2.348424;15:00;03:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Le Toi;27 rue du Colisée 75008 Paris;48.8711173;2.3090968;09:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Le Barramundi;3 rue Taitbout 75009 Paris;48.8717892;2.336329;12:00;15:30;Restaurant Français;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Gavroche;19 rue Saint Marc 75002 Paris;48.8703575;2.340095;;;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Alchimie;20 rue de l'Ouest 75014 Paris;48.837052;2.3213582;16:00;00:00;Bar à narguilé. bar à chicha;0;0;0;4
;;;;;;;0;0;0;4
Le Vin Qui Danse;9 rue de Moscou 75008 Paris;48.8801307;2.3256078;12:00;14:30;Restaurant Français;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Le Mammouth Bar;116 rue Amelot 75014 Paris;48.8637311;2.3671884;17:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
L’Olympic Café;20 rue Léon 75018 Paris;48.8878547;2.3535367;11:00;02:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Café et thé;0;0;0;4
Le Café du Commerce;13 rue de Clignancourt 75018 Paris;48.8847812;2.3468642;;;Brasserie;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Café;0;0;0;4
Kahina;73 rue Marcadet 75018 Paris;48.8902192;2.3475421;;;Bar;0;0;0;4
;;;;;;Restaurant Marocain;0;0;0;4
Pili Pili;70 rue Jean Pierre Timbaud 75011 Paris;48.8663239;2.3755038;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
La Cave du Daron;140 ave Parmentier 75011 Paris;48.8692814;2.3717975;11:00;22:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Café Caumartin;13 rue Caumartin 75009 Paris;48.8711307;2.3276762;;;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
La Grosse Caisse;160 rue Montmartre 75002 Paris;48.8701483;2.3427302;;;Bar;0;0;0;4
La Comédie;11 rue de la Reynie 75004 Paris;48.8598869;2.3497256;08:00;23:00;Bar tabac presse et PMU;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Pubs;0;0;0;4
Rosie;3 rue Muller 75018 Paris;48.8867025;2.347066;18:00;00:15;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Café des Officiers;3 place de l'Ecole Militaire 75007 Paris;48.8543265;2.3063739;;;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Café;0;0;0;4
La Pointe Saint-Eustache;1 rue Montorgueil 75001 Paris;48.8632633;2.346274;;;Brasserie;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
L’Arsouille;Montmartre22 rue des Trois Frères 75018 Paris;48.88477;2.341221;20:00;02:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Le Bistro du Charolais;95 rue Claude Decaen 75012 Paris;48.8387339;2.3959985;07:30;23:30;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Les Trois Arts;21 rue des Rigoles 75020 Paris;48.8717402;2.393888;17:00;02:00;Restaurant;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Spectacle;0;0;0;4
;;;;;;Pubs;0;0;0;4
Day Off Bistrot;10 Rue de l'Isly 75008 Paris;48.8749758;2.3253615;12:00;15:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Rey;132 rue de la Roquette 75011 Paris;48.8574752;2.3798141;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Au vieux Saumur;10 rue de Belleville 75020 Paris;48.8723842;2.3780931;;;Bar tabac presse et PMU;0;0;0;4
Hypnose Bar - Grands Boulevards;25 rue de Trévise 75009 Paris;48.8742343;2.3452729;18:00;02:00;Bar Lounge;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
L’Entracte;47 rue Montpensier 75001 Paris;48.8663459;2.3375562;10:00;02:00;Brasserie;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Café;0;0;0;4
La Manufacture Bar Rock;42 rue Rochechouart 75009 Paris;48.8792864;2.3458252;12:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Marie Stuart;49 Rue Montorgueil 75002 Paris;48.8653182;2.3463317;12:00;02:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Chez Bruno;26-28 cour St-Emilion 75012 Paris;48.8327432;2.3860483;12:00;23:30;Restaurant Français;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Coté Canal;5 quai de la Seine 75019 Paris;48.8844313;2.3700318;;;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
L’Appart;164 rue du faubourg Saint-Antoine 75012 Paris;48.8502286;2.3814486;08:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Impala Lounge;2 rue Berri 75008 Paris;48.8719354;2.3034772;09:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Africain;0;0;0;4
Café Bar Jojo;170 rue Saint Martin 75003 Paris;48.8622894;2.3520375;;;Bar à vins;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Raidd bar;23 rue du Temple 75004 Paris;48.8587086;2.3533441;18:00;04:00;Bar gay;0;0;0;4
;;;;;;;0;0;0;4
L’Imprévu;35 rue Didot 75014 Paris;48.8325167;2.3206733;08:00;01:30;Bar tabac presse et PMU;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Au Train De Vie;1 rue des Deux Gares 75010 Paris;48.8783504;2.3584471;;;Bar;0;0;0;4
;;;;;;Restaurant Italien;0;0;0;4
L’Alliance;56 rue de la croix nivert 75015 Paris;48.8456008;2.2977401;;;Bar;0;0;0;4
;;;;;;Tabac;0;0;0;4
Le Café de Diane;Allée de DianeJardin des Tuileries 75001 Paris;48.864318;2.3302;;;Crêperie;0;0;0;4
;;;;;;Café et thé;0;0;0;4
;;;;;;Bar;0;0;0;4
God Save The Kitchen;299 rue du faubourg Saint-Antoine 75011 Paris;48.849039;2.3915775;09:00;00:00;Bistrot;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Le Little;4 ave de la République 75011 Paris;48.8666651;2.3660644;;;Bar;0;0;0;4
Café Oz;8 bd Montmartre 75009 Paris;48.8716139;2.3424509;13:00;03:00;Bar des sports;0;0;0;4
;;;;;;Pubs;0;0;0;4
Titty Twister;5 rue de Berri 75008 Paris;48.8719026;2.3031556;21:00;05:00;Bar Lounge;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
La Charlotte de l’Isle;24 rue Saint-Louis-en-l'Ile 75004 Paris;48.8515788;2.3578245;;;Bar;0;0;0;4
;;;;;;Salon de thé;0;0;0;4
Le Jardin Français;112 rue du Faubourg Saint-Honoré 75008 Paris;48.8718282;2.314999;;;Bar;0;0;0;4
Le Repaire de Bacchus;88 rue Montorgueil 75002 Paris;48.8658763;2.3472157;;;Bar à vins;0;0;0;4
Le Mayflower;49 Rue Descartes 75005 Paris;48.8451578;2.349307;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Café Beaubourg;100 rue Saint-Martin 75004 Paris;48.8599879;2.3509596;;;Restaurant Français;0;0;0;4
;;;;;;Bar gay;0;0;0;4
;;;;;;Café;0;0;0;4
L’Écume Bar;7 Villa De L'ermitage 75020 Paris;48.8705156;2.3923601;;;Bar;0;0;0;4
;;;;;;Spectacle;0;0;0;4
;;;;;;Galerie d’art;0;0;0;4
Lux Bar;12 rue Lepic 75018 Paris;48.8839268;2.3328654;07:00;14:00;Bar;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Brasserie;0;0;0;4
La belette qui tête;17 bd Arago 75013 Paris;48.8359719;2.3499916;;;Bar;0;0;0;4
Rollin’s Pub;18 rue rollinQuartier Latin 75005 Paris;48.8448707;2.3499816;17:00;02:00;Pubs;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
Bière Academy;7 rue des Ecoles 75005 Paris;48.8476381;2.3520805;17:00;02:00;Brasserie;0;0;0;4
;;;;;;Pubs;0;0;0;4
Café des Banques;13 bis Avenue Père Lachaise 75020 Paris;48.8644308;2.3980355;;;Nourriture;0;0;0;4
;;;;;;Bar;0;0;0;4
Couleurs de Vigne;2 rue Marmontel 75015 Paris;48.8373799;2.3008567;;;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Bière. vins et liqueurs;0;0;0;4
Café Fusain;50 ave Parmentier 75011 Paris;48.8621824;2.3771429;07:00;00:00;Café;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Café et thé;0;0;0;4
L’Apérock Café;46 bd Voltaire 75011 Paris;48.8632908;2.3704882;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
A l’Heure du Vin;46 rue Saint Anne 75002 Paris;48.8673819;2.3363606;11:00;15:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Trend;37 rue du Colisée 75008 Paris;48.8716728;2.3105122;;;Restaurant;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Cello;2 rue des Moinessquare des Batignolles 75017 Paris;48.8870967;2.3176987;;;Bar à Cocktails;0;0;0;4
Le Pont Tournant;98 Quai Jemmapes 75010 Paris;48.8733627;2.364208;;;Restaurant Français;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
Le Sainte Marthe;32 rue Ste Marthe 75010 Paris;48.8741397;2.372301;18:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Rouge Saint Honoré;34 place Marché St Honoré 75001 Paris;48.8669713;2.3324558;10:30;01:00;Restaurant Français;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Moon Roof;34 quai d'Austerlitz 75013 Paris;48.8408473;2.3696501;12:00;04:00;Bar Lounge;0;0;0;4
;;;;;;Bar à narguilé. bar à chicha;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Café d’Orléans;43 avenue du Général Leclerc 75014 Paris;48.8300352;2.3287973;;;Bar;0;0;0;4
Café Pierre;202 rue du Faubourg Saint-Antoine 75012 Paris;48.8499292;2.3852133;07:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Pubs;0;0;0;4
Le Bonne Nouvelle;4 rue du Faubourg Poissonniere 75010 Paris;48.8710443;2.3483152;;;Bar;0;0;0;4
Sens Uniques;44 rue Damrémont 75018 Paris;48.8897293;2.3341436;12:00;14:00;Petit déjeuner & brunch;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Au Coin de la Rue;34 rue de Bourgogne 75007 Paris;48.8575823;2.3175041;07:30;23:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Les coulisses;1 rue de cheroy 75017 Paris;48.8819236;2.3188927;17:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Le Café d’Albert;117 rue Ordener 75018 Paris;48.8925315;2.3430279;06:00;14:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Nourriture;0;0;0;4
Le Rouge et le Verre;8 rue de Maubeuge 75009 Paris;48.8764458;2.3411085;10:00;20:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Opa;9 rue Biscornet 75012 Paris;48.8503272;2.3697085;20:00;02:00;Boîte de nuit. club;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Bar;0;0;0;4
Conquistador;19 rue Feuillantines 75005 Paris;48.8418652;2.3416516;;;Nourriture;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
Yellow Mad Monkey;8 rue de Lappe 75011 Paris;48.8540232;2.3717803;17:00;02:00;Pubs;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
Le Ballroom du Beefclub;58 rue Jean Jacques Rousseau 75001 Paris;48.8639666;2.3434085;19:00;05:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Piston Pelican;15 rue Bagnolet 75020 Paris;48.8569441;2.3957157;08:30;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Bouco;10 rue de Constantinople 75008 Paris;48.8801211;2.3204085;;;Restaurant;0;0;0;4
;;;;;;Bar;0;0;0;4
Fish la Boissonnerie;69 rue de Seine 75006 Paris;48.8542146;2.3370337;12:00;14:30;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
;;;;;;;0;0;0;4
2 Bis Café;2 bis rue Ecoles 75005 Paris;48.8474895;2.3527037;10:00;02:00;Bar;0;0;0;4
;;;;;;Sandwich;0;0;0;4
;;;;;;Café;0;0;0;4
L’Abordage;2 Place Henri Bergson 75008 Paris;48.8757535;2.3211808;;;Nourriture;0;0;0;4
;;;;;;Bar;0;0;0;4
La Canaille;4 rue Crillon 75004 Paris;48.8486214;2.3654633;;;Pub gastronomique;0;0;0;4
;;;;;;Bar;0;0;0;4
Paris Princesse;24 rue Navarin 75009 Paris;48.8800598;2.3379458;;;Nourriture;0;0;0;4
;;;;;;Bar;0;0;0;4
A Jean Nicot;173 rue St Honoré 75001 Paris;48.8638279;2.3336121;07:30;20:00;Café;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Diamant;56 Rue Cinq Diamants 75013 Paris;48.827848;2.3493749;;;Bar;0;0;0;4
Le Comptoir du Sept;39 avenue de la Motte Picquet 75007 Paris;48.854601;2.3064987;07:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Bar;0;0;0;4
Les Bains Douches;7 rue Bourg l'abbé 75003 Paris;48.8639835;2.3518943;20:00;02:00;Boîte de nuit. club;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
L’Atlas;11 rue Buci 75006 Paris;48.8536382;2.3376204;;;Bar;0;0;0;4
;;;;;;Nourriture;0;0;0;4
Café Joly;23 ave Victoria 75001 Paris;48.8580737;2.3459449;12:00;01:30;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Burger;0;0;0;4
Cercle Suédois;242 rue de Rivoli 75001 Paris;48.8661212;2.3256945;;;Pubs;0;0;0;4
;;;;;;Centre culturel;0;0;0;4
Augustin;15 place Richard Baret 75017 Paris;48.8840524;2.3218779;08:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bar;0;0;0;4
L’Etage;14 rue des Capucines 75001 Paris;48.8691674;2.3291871;;;Bar;0;0;0;4
Le Garde-Robe des Batignolles;4 rue Bridaine 75017 Paris;48.8861992;2.3203898;12:30;15:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Bistro de la Banque;15 rue Rougemont 75009 Paris;48.8720909;2.3459952;;;Bar des sports;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Café du Centre;58 rue Montorgueil 75002 Paris;48.864956;2.3470514;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
L’Inconnu;17 rue de Mazagran 75010 Paris;48.8710187;2.352105;11:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Rue de l’Annonciation;rue de l'annonciation 75016 Paris;48.8566768;2.2792895;;;Bar tabac presse et PMU;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Mode;0;0;0;4
Le Bedford Arms;17 rue Princesse 75006 Paris;48.8519636;2.3346342;18:00;04:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Bar Belge;75 avenue de St Ouen 75017 Paris;48.8923861;2.3270623;17:00;04:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
Lush Bar;16 rue Dames 75017 Paris;48.8852513;2.3250598;;;Pubs;0;0;0;4
Comptoir des Archives;41 rue des Archives 75004 Paris;48.8600006;2.3565253;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Café La Liberté;1 Rue Gaîté 75014 Paris;48.8411033;2.3247531;;;Bar;0;0;0;4
Café Klein Holland;36 rue Roi de Sicile 75004 Paris;48.8564452;2.358004;;;Bar;0;0;0;4
Le Ciré Jaune;112 rue Saint Maur 75011 Paris;48.8667905;2.3764513;18:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Café La Nouvelle Gare;49 Boulevard Vincent Auriol 75013 Paris;48.8351254;2.3699175;;;Nourriture;0;0;0;4
;;;;;;Bar;0;0;0;4
au cent kilos;71 brancionangle rue brancion et morillon 75015 Paris;48.8421616;2.2927665;;;Nourriture;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
La Ruche;75 bd Montparnasse 75006 Paris;48.843638;2.3249081;;;Bar tabac presse et PMU;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
En attendant l’or;6 rue Faidherbe 75011 Paris;48.8507666;2.3843054;06:30;02:00;Pubs;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
A la Tête d’Or;6 rue des Lavandières Sainte Opportune 75001 Paris;48.8587509;2.3462026;;;Restaurant Français;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bar;0;0;0;4
Les Trois Baudets;64 bd de Clichy 75018 Paris;48.8836287;2.3344124;19:00;00:00;Salle de concert;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Grains Nobles;8 rue Boutebrie 75005 Paris;48.8515423;2.3444071;15:00;23:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Le Faubourg;87 ave Ledru-Rollin 75012 Paris;48.8513107;2.3760421;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
The Cricketer Pub;41 rue Mathurins 75008 Paris;48.8732187;2.3240839;12:00;02:00;Pubs;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
Marie-Suzy;26 ave de Friedland 75008 Paris;48.8744938;2.2999482;09:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
The lions;120 rue Montmartre 75002 Paris;48.8678079;2.3439836;12:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Le Golden Black;108 Rue Saint Lazare 75008 Paris;48.8756604;2.3252075;07:30;01:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Ex Nihilo & cie;29 rue Oberkampf 75011 Paris;48.8637656;2.370103;;;Bar;0;0;0;4
;;;;;;Bière. vins et liqueurs;0;0;0;4
Cave du 38 Riv’;38 rue de Rivoli 75004 Paris;48.8564608;2.3564613;18:00;02:00;Jazz & Blues;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Le Bistrot;92 rue de Turenne 75003 Paris;48.861713;2.3648145;07:00;02:00;Brasserie;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
